community_id,label,description,secondary_label,secondary_description,unaccounted_titles,groups_json,titles_missing_from_groups,secondary_group_size
88,Anglo-Scandinavian Pottery Production and Industry,"The dominant theme is the study of ceramic production, industry, and regional variations in Anglo-Scandinavian and early medieval Britain. Titles focus on specific sites like Torksey and York, analyzing manufacturing techniques (chaîne opératoire) and the broader context of pottery industries in urban centers.",Urban Archaeology and Settlement Contexts,A second group of 3 titles shares this theme.,Pottery in Archaeology | Ceramic regionalism in prepalatial central Crete: the Mesara imports at EMI to EMIIA Knossos,"[{""theme"": ""Anglo-Scandinavian and Early Medieval Pottery Production"", ""titles"": [""Pottery production in Anglo-Scandinavian Torksey (Lincolnshire): Reconstructing and contextualising the chaîne opératoire"", ""Anglo-Scandinavian Pottery from 16-22 Coppergate. The Archaeology of York 16/5"", ""A late Saxon pottery industry in Staffordshire: a review"", ""Pottery from a watching brief at Kirkgate Co-op (unpubl rep, Trent and Peak Archaeological Unit"", ""Medieval Pottery in Britain ad 900-1600""]}, {""theme"": ""Urban Archaeology and Settlement Contexts"", ""titles"": [""Early Medieval Occupation at Flaxengate"", ""The City by the Pool: Assessing the Archaeology of the City of Lincoln"", ""The medieval borough of Torksey: excavations 1963-8""]}]",Ceramic regionalism in prepalatial central Crete: the Mesara imports at EMI to EMIIA Knossos | Pottery in Archaeology,3
128,Lead Isotope Analysis for Metal Provenance,"This cluster is defined by the application of lead isotope analysis to determine the geological origin of metal artifacts and ores in antiquity. The titles cover specific studies on silver from Hedeby, Roman pipes, and various ore deposits across Europe and Russia, alongside methodological papers on isotopic principles.",,,"Inn i fortida -ut i verden -i museet! Vitark -Acta Archaeologica Nidarosiensia | Archaeological Chemistry | The Romano-British pewter industry | Isotopes. Principles and applications, 3rd edn","[{""theme"": ""Lead Isotope Analysis for Metal Provenance"", ""titles"": [""Lead isotopic characteristics of sulfides from large gold deposits of the Baikal-Patom Highland (Russia): evidence from high-precision MC-ICP-MS isotopic analysis of lead"", ""Lead isotopic evidence for a mixed provenance for Roman water pipes from Pompeii, Archaeometry"", ""Isotopic Analysis of Silver From Hedeby and Some Nearby Hoards: Preliminary Results"", ""Lead isotope and Pb-Pb model age determinations of ores from Central Europe and their metallogenetic interpretation"", ""A genetic reinterpretation of the Falun and Åmmeberg ore types""]}, {""theme"": ""Archaeological Chemistry and General Isotope Theory"", ""titles"": [""Archaeological Chemistry"", ""Isotopes. Principles and applications, 3rd edn""]}]","Inn i fortida -ut i verden -i museet! Vitark -Acta Archaeologica Nidarosiensia | The Dalslandian sulphide-bearing quartz veins of Dalsland and Värmskog, southwest Sweden, Sveriges Geologiska Undersökning serie C | The Romano-British pewter industry",2
64,Norse Greenland Paleoeconomy and Climate Adaptation,"The cluster centers on the economic strategies and environmental adaptations of Norse settlers in Greenland, specifically examining livestock husbandry, resource exploitation (puffins, cod), and the interplay between climate change and societal collapse.",Climate Change and North Atlantic Settlement,A second group of 3 titles shares this theme.,Iceland's 1100 Years: History of a Marginal Society (Mál og Menning | Collapse: How Societies Choose to Fail orSsucceed | A 1400 year long record of atmospheric circulation over the North Atlantic and Asia,"[{""theme"": ""Norse Greenland Paleoeconomy and Climate Adaptation"", ""titles"": [""Cultural Adaptation, Compounding Vulnerabilities and Conjunctures in Norse Greenland"", ""The economics of sheep and goat husbandry in Norse Greenland"", ""Contributions to the paleoeconomy of Norse Greenland"", ""Puffins, pigs, cod, and barley: Palaeoeconomy at Undir Junkarinsfløtti""]}, {""theme"": ""Climate Change and North Atlantic Settlement"", ""titles"": [""A) the role of climate in settlement and landscape change in the north atlantic islands: an assessment of cumulative deviations in high-resolution proxy climate records"", ""Northern Islands, Human Error, and Environmental Degradation: A Preliminary Model for Social and Ecological Change in the Medieval North Atlantic"", ""Vikings: The North Atlantic Saga""]}]",A 1400 year long record of atmospheric circulation over the North Atlantic and Asia | Collapse: How Societies Choose to Fail orSsucceed | Iceland's 1100 Years: History of a Marginal Society (Mál og Menning,3
134,Early Medieval Political Assemblies and Identity,"This group focuses on the formation of political structures, identity, and kingship in early medieval Europe, particularly in Anglo-Saxon England and North West Europe. Titles explore the role of assemblies, common rights, and cultural change during the transition from tribal to state societies.",Landscape Archaeology and Settlement Patterns,A second group of 3 titles shares this theme.,"The Making of Europe: Conquest, Colonization, and Cultural Change | Det politiske menneske og det førstatlige samfunn | Artikkelsamling: Kokegropseminaret 31","[{""theme"": ""Early Medieval Political Assemblies and Identity"", ""titles"": [""Assembly in North West Europe: Collective Concerns for Early Societies?"", ""Archaeology, Common Rights, and the Origins of Anglo-Saxon Identity. Early Medieval Europe"", ""Alfred the Great: War, Kingship, and Culture in Anglo-Saxon England"", ""The National Assembly in the Anglo-Saxon Period""]}, {""theme"": ""Landscape Archaeology and Settlement Patterns"", ""titles"": [""A Landscape on the Margins: Long-Time Use and Ethnic Relations in the Border Lands of Eastern Norway"", ""Kapittel 8: bommestad 2kokegropfelt og dyrkningsspor fra jernalder"", ""Rapport från arkeologisk undersökning på Anundshögsområdet 1984. Västmanland, Badelunda socken, Långby""]}]","Artikkelsamling: Kokegropseminaret 31 | Det politiske menneske og det førstatlige samfunn | The Making of Europe: Conquest, Colonization, and Cultural Change",3
30,Viking Age Ritual Depositions and Sacred Landscapes,"The cluster is dominated by studies on ritual practices, specifically weapon depositions in water bodies and the sacred function of landscapes in the Viking Age. Titles analyze specific sites like Sjælland and Skåne, exploring the intersection of cult, society, and material culture.",Viking Age Fortifications and Royal Centers,A second group of 3 titles shares this theme.,Thresholds and Passages: The Meanings of Bridges and Crossings in the Viking Age and Early Middle Ages. Viking and Medieval Scandinavia | Mittel-und westeuropäische einwirkungen auf die sachkultur von haithabu/schleswig. archäologische und naturwissenschaftliche untersuchungen an ländlichen und frühstädtischen siedlungen im deutschen küstengebiet vom 5 | From Viking to Crusader. The Scandinavians and Europe 800-1200. The Council of Europe,"[{""theme"": ""Viking Age Ritual Depositions and Sacred Landscapes"", ""titles"": [""Haendelser ved vanden analyse af våbendeponeringer fra vikingetid på sjaelland og i skåne"", ""Haendelser ved Vand -en analyse af våbendeponeringer fra vikingetid på Sjaelland og i Skåne. Upubliceret mag.art. speciale, Forhistorisk Arkaeologi, Københavns Universitet"", ""Deposition of wealth in the cultura l landscape. glyfer och arkeolog iska rum -en viinbok till jar! nordbladh"", ""Kult og samfund i yngre jernalder -Ravlunda som eksempel. I: L. Lars-son""]}, {""theme"": ""Viking Age Fortifications and Royal Centers"", ""titles"": [""Trelleborgs alder. Dendrokronologisk datering. Aarbøger for Nordisk Oldkyndighed Og Historie"", ""En traevej fra kong Godfreds tid"", ""Kongsga˚rd -kultsted -marked: overvejelser omkring tissøkompleksets struktur og funktion""]}, {""theme"": ""Bridges and Crossings"", ""titles"": [""Thresholds and Passages: The Meanings of Bridges and Crossings in the Viking Age and Early Middle Ages. Viking and Medieval Scandinavia""]}]",From Viking to Crusader. The Scandinavians and Europe 800-1200. The Council of Europe | Mittel-und westeuropäische einwirkungen auf die sachkultur von haithabu/schleswig. archäologische und naturwissenschaftliche untersuchungen an ländlichen und frühstädtischen siedlungen im deutschen küstengebiet vom 5,3
136,Northern Hemisphere Climate Variability and Cold Events,"This cluster is organized around paleoclimatic reconstructions of the last two millennia, specifically focusing on temperature variability, cold events like the Dark Ages Cold Period, and the use of proxy records such as tree rings and stalagmites.",,,Climatic and environmental evolution of Lake Iznik (NW Turkey) over the last ~ 4700 years | Multi-Scale Harmonic Model for Solar and Climate Cyclical Variation Throughout the Holocene Based on Jupiter-Saturn Tidal Frequencies Plus the 11-Year Solar Dynamo Cycle,"[{""theme"": ""Northern Hemisphere Climate Variability and Cold Events"", ""titles"": [""Dark Ages Cold Period: A literature review and directions for future research"", ""Last Millennium Northern Hemisphere Summer Temperatures From Tree Rings: Part I: The Long Term Context"", ""The possible climate impact on the collapse of an ancient urban city in Mu Us Desert"", ""Centennialscale Holocene climate variability revealed by a high-resolution speleothem δ 18 O record from SW Ireland"", ""A Composite Annual-Resolution Stalagmite Record of North Atlantic Climate over the Last Three Millennia"", ""Structure and origin of Holocene cold events"", ""Norwegian Fjord Sediments Reveal Nao Related Winter Temperature and Precipitation Changes of the past 2800 Years"", ""A New Reconstruction of Temperature Variability in the Extra-Tropical Northern Hemisphere During the Last Two Millennia""]}, {""theme"": ""Solar Cycles and Climate Models"", ""titles"": [""Multi-Scale Harmonic Model for Solar and Climate Cyclical Variation Throughout the Holocene Based on Jupiter-Saturn Tidal Frequencies Plus the 11-Year Solar Dynamo Cycle""]}]",Climatic and environmental evolution of Lake Iznik (NW Turkey) over the last ~ 4700 years,1
171,Viking Age Burial Practices and Dental Modification,"The cluster centers on physical modifications to the human body, specifically teeth and burial postures, as indicators of social identity and cultural change during the Viking Age. Titles analyze intentional mutilation, cosmetic dentistry, and prone burials in the context of the transition to Christianity.",Viking Age Social Identity and Material Culture,A second group of 4 titles shares this theme.,,"[{""theme"": ""Viking Age Burial Practices and Dental Modification"", ""titles"": [""Prone burials and modified teeth at the Viking Age cemetery of Kopparsvik: The changing of social identities at the threshold of the Christian Middle Ages"", ""Cosmetic Dentistry in Ancient Times -a Short Review"", ""Die Bestattung der Toten mit dem Gesicht nach unten"", ""Teeth As Artifacts of Human Behavior. Intentional Mutilation and Accidental Modification"", ""Multilated Teeth. An Analysis of Eleven Vikings from Slite Square, Gotland. Stockholm: Stockholms Universitet""]}, {""theme"": ""Viking Age Social Identity and Material Culture"", ""titles"": [""Die ausgehende Wikingerzeit im Lichte der Runeninschriften"", ""Ring und ringschmuck: Literarische quellen"", ""Gilden im mittelalterlichen Skandinavien"", ""The Discovery of the Baltic. The Reception of a Catholic World-System in the European North (AD 1075-1225)""]}]",Die gotländische Genossenschaft. Der frühhansisch-gotländische Handel in Nord-und Westeuropa,4
45,Quernstone Production and Bread Making in Iron Age Sweden,"This cluster is defined by the study of rotary querns, their production sites (quarries), and their role in bread making and social history in Iron Age and Viking Age Sweden. Titles discuss specific quarries like Malung and Sala, as well as the broader social implications of milling.",,,"Excavations at Helgö 18. Conclusions and new aspects | Land och samhälle i förändring, uppländska bygder i ett långtidsperspektiv | Människor och djur. kroppsmetaforik och kosmologiska perspektiv | Fornfynd och fornminnen i Norra Halland. Institutet för västsvensk kulturforskning Skrifter 9. Nordhallands hembygdsförening | Mjödet och offersymboliken i fornnordisk religion. studier i religionshistoria tillägnade åke hultkrantz professor emeritus den 1 juli 1986 | Mjölet och mala, gräva och valla. aspekter på trälarnas jordbruksarbete cirka år 1000-1300","[{""theme"": ""Quernstone Production and Bread Making"", ""titles"": [""Rotary Querns and Bread: A Social History of Iron Age Sweden"", ""Malung eller sala? diskussion av kvarnstensbrottens betydelse från vikingatid till nyare tid. geoarkeologiskt laboratorium, riksantikvarieämbetet, uppsala. forskningsrapport riksantikvarieämbetet, avdelningen för arkeologiska undersökningar"", ""Flisor av salaglimmerskifer, men ingen tillverkingsplats för kvarnstenar, västmanland sala socken, sala-ösby 6:1. riksantikvarieämbetet, avdelningen för arkeologiska undersökningar"", ""Malungsfolkets kvarnstenshuggning i äldre tid""]}, {""theme"": ""Agricultural Labor and Social History"", ""titles"": [""Mjödet och offersymboliken i fornnordisk religion. studier i religionshistoria tillägnade åke hultkrantz professor emeritus den 1 juli 1986"", ""Mjölet och mala, gräva och valla. aspekter på trälarnas jordbruksarbete cirka år 1000-1300""]}]","Excavations at Helgö 18. Conclusions and new aspects | Fornfynd och fornminnen i Norra Halland. Institutet för västsvensk kulturforskning Skrifter 9. Nordhallands hembygdsförening | Land och samhälle i förändring, uppländska bygder i ett långtidsperspektiv | Mjölka och mala, gräva och valla. aspekter på trälarnas jordbruksarbete cirka år 1000-1300 | Människor och djur. kroppsmetaforik och kosmologiska perspektiv",2
251,Baltic Sea Trade Networks and Early Medieval Centers,"The cluster focuses on the commercial and trade networks of the Baltic Sea region during the Viking Age and early medieval period. Titles examine specific trading sites like Ribe, Wolin, Ralswiek, and Janow Pomorski, analyzing their roles in exchange systems.",,,"Uppåkrastudier 6. Acta Archaeologica Lundensia Ser. in 8°no | Central Place Theory and the Basic Inequality of Sites | Nära och avlägsna släktingar"". I: Gunnar Andersson et al. (red.), Att föra gudarnas talan. Figurinerna från Lunda. (Riksantikvarieämbetet, arkeologiska undersökningar","[{""theme"": ""Baltic Sea Trade Networks and Early Medieval Centers"", ""titles"": [""The Small World of the Vikings: Networks in Early Medieval Communication and Exchange"", ""The Early Medieval Craft and Commercial Centre at Janow Pomorski near Elblag on the South Baltic Coast"", ""Det aeldste Ribe. Udgravninger pa ˚nordsiden af Ribe A ˚1984-2000. Ribe Studier 1.1 & 1.2. Jysk Arkaeologisk Selskab"", ""Ralswiek auf Ru ¨gen. Die slawisch-wikingischen Siedlungen und deren Hinterland. Teil III -Die Funde aus der Hauptsiedlung. Beitra ¨ge zur Ur-und Fru ¨hgeschichte Mecklenburg-Vorpommerns Bd"", ""Ausgrabungen auf dem frühgeschichtlichen Seehandelsplatz von Groß Strömkendorf"", ""Viking Age Wolin and Baltic Sea trade. Proposals, refusals, and engagements""]}, {""theme"": ""Settlement Hierarchy and Central Place Theory"", ""titles"": [""Central Place Theory and the Basic Inequality of Sites""]}]","Det aeldste Ribe. Udgravninger på nordsiden af Ribe Å 1984-2000 (Ribe Studier bd 1.1 & 1.2) | Nära och avlägsna släktingar"". I: Gunnar Andersson et al. (red.), Att föra gudarnas talan. Figurinerna från Lunda. (Riksantikvarieämbetet, arkeologiska undersökningar | Uppåkrastudier 6. Acta Archaeologica Lundensia Ser. in 8°no",1
36,Viking-Age Adornment and Identity,"The cluster centers on the material culture of personal adornment, specifically brooches, pins, and textiles, analyzing their role in signaling status, gender, and ethnic identity. This is complemented by theoretical discussions on how these material markers inform broader arguments about migration and ethnicity.",Theoretical Frameworks on Ethnicity,A second group of 3 titles shares this theme.,,"[{""theme"": ""Viking-Age Personal Adornment and Identity"", ""titles"": [""Sign of the times? The transfer and transformation of Pennannular Brooches in Viking-Age Norway"", ""The Kells crozier"", ""Clothes maketh the man"", ""Kapittel 1: Billedvev"", ""A hoard from west Norway"", ""Brooches and Pins: Some Seventh-to Ninth-Century Problems"", ""Kappen og spennen: kulturelle møter, politiske symboler og sentraliseringsprosesser i norge ca""]}, {""theme"": ""Theoretical Frameworks on Ethnicity"", ""titles"": [""Utskyldsriket: arkeologisk drøfting av en historisk hypotese"", ""Gender and migration"", ""Rethinking Ethnicity: Arguments and Explanations""]}]",,3
110,Viking-Age Zooarchaeology and Consumption,"This cluster is dominated by studies utilizing zooarchaeological data to reconstruct Viking Age diets, animal husbandry practices, and the social politics of feasting in Northern Europe. It includes specific investigations into spatial patterning and stable isotope analysis.",,,"Ahmed Ibn Fadlan. Mission to the Volga | Theory and Applications of Correspondence Analysis | Jarla Sǫgur Orkneyja. Status and Power of the Earls of Orkney according to Their Sagas | Excavations at the Earl's Bu, Orphir, Orkney C 1859-1939","[{""theme"": ""Viking-Age Fauna and Consumption"", ""titles"": [""The Nature of the Feast: Commensality and the Politics of Consumption in Viking Age and Early Medieval Northern"", ""Zooarchaeology in the Viking Age to Medieval Northern Isles, Scotland: An Investigation of Spatial and Temporal Patterning"", ""Norse Animal Husbandry in Liminal Environments: Stable Isotope Evidence from the Scottish North Atlantic Islands"", ""Zooarchaeology and the Elusive Feast: From Performance to Aftermath"", ""Animal Bone"", ""New evidence for the establishment and management of the European fallow deer (Dama dama dama) in Roman Britain""]}, {""theme"": ""Orkney Power Structures"", ""titles"": [""Jarla Sǫgur Orkneyja. Status and Power of the Earls of Orkney according to Their Sagas"", ""Excavations at the Earl's Bu, Orphir, Orkney C 1859-1939""]}, {""theme"": ""Methodological Applications"", ""titles"": [""Theory and Applications of Correspondence Analysis"", ""Ahmed Ibn Fadlan. Mission to the Volga""]}]",,2
178,Viking-Age Frisia and the Low Countries,"The cluster primarily examines Viking Age interactions, finds, and political structures within Frisia and the Netherlands, highlighting the region's role as a contact zone between Frankish, Anglo-Saxon, and Norse cultures.",Carolingian and Saxon Contexts,A second group of 5 titles shares this theme.,,"[{""theme"": ""Viking-Age Frisia and the Netherlands"", ""titles"": [""Between Frankish and Viking: Frisia and Frisians in the Viking Age"", ""A Viking find from the Isle of Texel (Netherlands) and its implications"", ""Scattered across the Waterside: Viking Finds from the Netherlands"", ""Zilverbaar uit de Vikingen tij d"", ""Friese graafschappen tussen Zwin en Wezer. Een overzicht van de grafelijkheid in middeleeuws Frisia (c. 700-1200)""]}, {""theme"": ""Carolingian and Saxon Contexts"", ""titles"": [""Situation vacant: Potter required in the newly founded Late Saxon burh of Newark-on-Trent, Nottinghamshire"", ""Carolingian Weapons from the Cemetery of Godlinze, the Netherlands"", ""Frisia in Carolingian times"", ""Quellen zur Karolingischen Reichsgeschichte I, Darmstadt: Wissen schaftliche Buchgesellschaft South"", ""Anglo-Saxon Lincolnshire""]}]",,5
205,Jelling Royal Complexes and Architecture,"This cluster is defined by intensive archaeological and historical research into the royal constructions at Jelling, including mounds, stone monuments, and palisades associated with Harald Bluetooth and his predecessors.",Regional Settlement and Dating,A second group of 4 titles shares this theme.,,"[{""theme"": ""Jelling Royal Complexes"", ""titles"": [""The Late Viking-Age Royal Constructions at Jelling, Central Jutland, Denmark : Recent Investigations and a Suggestion for an Interpretative Revision"", ""A palisade fit for a King: Ideal architecture in King Harald Bluetooth's Jelling"", ""Jelling. bebyggelse fra jernalder og vikingetid"", ""Bautasten Og Kaempehegn"", ""Jellingkongernes Mindesmaerker: Jelling, Det Gamle Kongesaede"", ""Gåden om Kong Gorms Grav: historien om Nordhøjen i Jelling""]}, {""theme"": ""Regional Settlement and Dating"", ""titles"": [""Archaeological report: VKH 7154 Vestergade 3"", ""Langskip og handelsskip i vikingatid -om forskjellen mellom vikingskipene"", ""Can oak chronologies from Northern Jutland and Westem Sweden be applied to dendrochronological dating of Norwegian oak timber"", ""Omgård. A settlement from the late iron age and the viking period in West Jutland""]}]",,4
206,Jutland Settlement and Social Development,"The cluster focuses on the evolution of settlement patterns, farmsteads, and agricultural history in Jutland from the Roman Iron Age through the Viking Age, examining the transition from tribal to state structures.",Broader Medieval Contexts,A second group of 4 titles shares this theme.,,"[{""theme"": ""Jutland Settlement and Society"", ""titles"": [""Inconsistancy and stability. Large and small farmsteads in the village of Nørre Snede (Central Jutland) in the first millenium AD. Siedlungs-und Küstenforschung im südlichen Nordseegebiet"", ""Danmarks jernalder. Mellem stamme og stat"", ""Hodde -et vestjysk landsbysamfund fra aeldre jernalder"", ""Det Sønderjyske Landbrugs Historie: Jernalder, Vikingetid og Middelalder. Skrifter udgivet af Historisk Samfund for Sønderjylland 82""]}, {""theme"": ""Iron Age Centers and Burial Practices"", ""titles"": [""Ein Reichtumszentrum der römischen Kaiserzeit in Südwestjütland"", ""Family burial practices and inheritance systems. he development of an Iron Age society from 500 BC to AD 1000 on Bornholm""]}, {""theme"": ""Broader Medieval Contexts"", ""titles"": [""The Late Viking-Age Royal Constructions at Jelling, Central Jutland, Denmark. Recent investigations and a suggestion for an interpretative revision"", ""Framing the Early Middle Ages: Europe and the Mediterranean, 400-800"", ""Viking and Early Medieval Buildings i Dublin"", ""Hørup: en sjaellandsk vaerkstedsplads fra romersk jernalder""]}]",,4
290,Domestic Animal Osteology and Domestication,"The cluster centers on the osteological analysis of domestic animals, particularly cats and cattle, investigating their physical changes, origins of domestication, and roles in human societies from the Near East to Viking Age Scandinavia.",Viking Age Fauna in Denmark,A second group of 3 titles shares this theme.,,"[{""theme"": ""Domestic Animal Osteology and Domestication"", ""titles"": [""Domestic cats (Felis catus) in Denmark have increased significantly in size since the Viking Age"", ""Das Postkranialskelett der Wild-und Hauskatze (Felis silvestris und F. lybica F. catus)"", ""The near Eastern Origin of Cat Domestication"", ""Sex Dimorphism in the Skull of the Cat"", ""The Walking Larder: Patterns of Domestication, Pastoralism, and Predation"", ""Size and sex: evidence for the domestication of cattle in the Near East""]}, {""theme"": ""Viking Age Fauna in Denmark"", ""titles"": [""Cats from Viking Age Odense"", ""Body size in Eurasian lynx in Sweden: dependence on prey availability"", ""Dagligliv i Danmarks middelalder. En arkaeologisk kulturhistorie""]}]",Svendborg in the Middle Agesan Interdisciplinary Investigation,3
26,Boundaries and Thresholds in Viking Age Scandinavia,"This cluster explores the conceptual and physical boundaries of Viking Age society, focusing on how doorways, thresholds, and spatial logic defined social interactions, ritual practices, and the transition between life and death.",Boundaries and Thresholds in Ritual Space,A second group of 3 titles shares this theme.,"The Social Logic of Space | Karet/kroppen/identiteten: spannforma leirkar i graver. hovedfagsoppgave i arkeologi | Published as The saga of the people of Laxardal, translated into English by K. Kunz | Old Norse made new. Essays on the post-medieval reception of Old Norse literature and culture | Lik, in kulturhistorisk leksikon for nordisk middelalder | Gamle gårdsanlegg i Rogaland. Fra forhistorisk tid og middelalder | Historisk-Kritisk Metod Och Nutida Svensk Historieforskning","[{""theme"": ""Boundaries and Thresholds in Ritual Space"", ""titles"": [""Doors to the dead: The power of doorways and thresholds in Viking Age Scandinavia"", ""Älgmannen under tröskeln"", ""No Trespassing. Physical and Mental Boundaries in Agrarian Settlements""]}, {""theme"": ""Space and Identity"", ""titles"": [""The Social Logic of Space"", ""Karet/kroppen/identiteten: spannforma leirkar i graver. hovedfagsoppgave i arkeologi""]}, {""theme"": ""Settlements and Literature"", ""titles"": [""Published as The saga of the people of Laxardal, translated into English by K. Kunz"", ""Old Norse made new. Essays on the post-medieval reception of Old Norse literature and culture"", ""Lik, in kulturhistorisk leksikon for nordisk middelalder"", ""Gamle gårdsanlegg i Rogaland. Fra forhistorisk tid og middelalder"", ""Historisk-Kritisk Metod Och Nutida Svensk Historieforskning""]}]",,3
43,Animal Osteology and Husbandry Practices,"The cluster is primarily organized around the osteological analysis of domestic and wild animals, including horses, sheep, pigs, and boars, focusing on breeding, slaughter seasons, and identification methods.",Religion and Ritual,A second group of 3 titles shares this theme.,"Vikingarnas språk 750-1100 | Behind Heathendom: Archaeological Studies of Old Norse Religion | Arkeologi, Religion Og Kronologiske Begrensninger","[{""theme"": ""Animal Osteology and Husbandry"", ""titles"": [""Hästavel. Dräktighet, fölning, unga föl"", ""Svensk fårskötsel"", ""Tracking wild boar and hunters. Osteology of wild boar in Mes-olithic South Scandinavia"", ""Age Estimation of Wild Boar (Sus Scrofa) Based on Molariform Mandibular Tooth Development and Its Application to Seasonality at the Mesolithic Site of Ringkloster"", ""Blind Tests of Interana-lyst Correspondence Accuracy in the Identification of Cut Marks, Percussion Marks and Carnivore Tooth Marks on Bone Surfaces"", ""Pigs, Piglets and Determining the Season of Slaughter-Ing""]}, {""theme"": ""Religion and Ritual"", ""titles"": [""Veitstu hvé blóta skal: The Old Norse blót in the light of osteological remains from Frösö Church"", ""Christianity, Politics and Ethnicity in Early Medieval Jämtland, MidSweden"", ""Hedniska ekon: myt och samhälle i fornnordisk litteratur""]}, {""theme"": ""Language and Methodology"", ""titles"": [""Vikingarnas språk 750-1100"", ""Behind Heathendom: Archaeological Studies of Old Norse Religion"", ""Arkeologi, Religion Og Kronologiske Begrensninger""]}]",,3
15,Ritual Landscapes and Sacred Places,"This cluster focuses on the identification and analysis of ritual landscapes, ceremonial buildings, and sacred sites in South Scandinavia, examining continuity from the Roman Iron Age through the Viking Age.",Religion and Culture,A second group of 3 titles shares this theme.,"Naming the Land | The Hoxne Late Roman Treasure | Framing the Early Middle Ages: Europe and the Mediterranean, 400-800","[{""theme"": ""Ritual Landscapes and Sacred Places"", ""titles"": [""Ritual landscapes and sacral places in the first millennium AD in South Scandinavia"", ""Maastricht as a Centre of Power in the Early Middle Ages"", ""Riter vid berg, block och vatten: om utgrävningen vid abbetorp i västra östergötland"", ""Continuity for Centuries: A Ceremonial Building and Its Context at Uppåkra, Southern Sweden. Uppåkrastudier 10"", ""Stones, Ships and Symbols: The Picture Stones of Gotland from the Viking Age and Before""]}, {""theme"": ""Religion and Culture"", ""titles"": [""Behind Heathendom: Archaeological Studies of Old Norse Religion"", ""Arkeologi, Religion Og Kronologiske Begrensninger"", ""Categories of Medieval Culture""]}, {""theme"": ""Archaeological Theory and Sites"", ""titles"": [""Naming the Land"", ""The Hoxne Late Roman Treasure"", ""Framing the Early Middle Ages: Europe and the Mediterranean, 400-800""]}]",,3
222,"Weaponry, Rituals, and Trade in Viking Age","This cluster is organized around the material culture of weapons, specifically swords, examining their ritual deposition as offerings to gods or men. It also encompasses broader studies of trade networks and political symbolism associated with royal regalia during the Viking and Carolingian periods.",,,Uppgrävt för utet för Pkbanken i Lund | Das Reichsschwert: Ein Herrschaftszeichen des Saliers Heinrich IV. und des Welfen Otto IV. | Untersuchungen zu Handel und Verkehr der vor-und frühgeschichtlichen Zeit in Mittel-und Nordeuropa. Teil IV: Der Handel der Karolinger-und Wikingerzeit,"[{""theme"": ""Weaponry and Ritual Depositions"", ""titles"": [""The Gift to Men and the Gift to the Gods: Weapon Sacrifices and the Circulation of Swords in Viking Age Society"", ""Das zweischneidige Schwert der germanischen Völkerwanderungszeit"", ""Altnordische Waffenkunde"", ""Weapon Investigations. Helgö and the Swedish Hinterland. Excavations at Helgö XV"", ""Rituell bruk av bein""]}, {""theme"": ""Trade and Political Power"", ""titles"": [""Das Reichsschwert: Ein Herrschaftszeichen des Saliers Heinrich IV. und des Welfen Otto IV."", ""Untersuchungen zu Handel und Verkehr der vor-und frühgeschichtlichen Zeit in Mittel-und Nordeuropa. Teil IV: Der Handel der Karolinger-und Wikingerzeit""]}, {""theme"": ""Maritime and Dating Studies"", ""titles"": [""Aspects of maritime Scandinavia AD 200-1200. Proceedings of the Nordic Seminar on Maritime Aspects of Archaeology"", ""The Dating of Beowulf""]}]",Uppgrävt för utet för Pkbanken i Lund,2
298,Assembly Places and Royal Mounds,"The dominant theme focuses on the archaeology of assembly sites, royal mounds, and early administrative centers across Scandinavia and England. These titles explore the physical layout, dating, and function of these key political landscapes from the Viking Age through the early medieval period.",Regional Antiquities and Folklore,A second group of 3 titles shares this theme.,,"[{""theme"": ""Assembly Places and Royal Centers"", ""titles"": [""Places of Assembly: New Discoveries in Sweden and England"", ""Fornsigtuna. En kungsgårds historia"", ""Notes on the Inception and Early Development of the Royal Mound in Ireland"", ""Assembly Places and Practices in Medieval Europe"", ""Gamla Uppsala ur fortifikationssynpunkt"", ""The Hundred in the Tenth and Early Eleventh Centuries"", ""Anundshög. Del 1, Delundersökning för datering: arkeologisk delundersökning av Anundshög, RAÄ 431, Långby, Badelunda socken, Västerås stad""]}, {""theme"": ""Regional Antiquities and Folklore"", ""titles"": [""Rannsakningar om antikviteter i södermanland 1667-1686. sörmländska handlingar 5"", ""Later Anglo-Saxon England: life and landscape"", ""Folklore of Prehistoric Sites in Britain""]}]",,3
